Model,Feature Group,Batch Size,Patience,Epochs,Learning Rate,Monitor Metric,Test Accuracy
DNN-4,pitch_variation,128,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-9,hnr,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-9,hnr,128,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-1,jitter,128,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-1,jitter,128,3,100,0.001,val_accuracy,0.1527777761220932
DNN-1,jitter,128,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-4,plp,64,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,64,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,128,5,50,0.001,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,64,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,64,3,100,0.001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,3,100,0.001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,speech_rate,128,5,50,0.001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,10,100,0.001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,zcr,128,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-6,pitch_variation,128,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-6,pitch_variation,64,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,128,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-1,adjusted_speech_rate,128,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-3,hnr,128,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-7,spectral_rolloff,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-3,intonation,128,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-9,mean_pitch,64,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-4,speech_rate,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-4,speech_rate,64,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-4,speech_rate,64,3,100,0.001,val_accuracy,0.1527777761220932
DNN-4,speech_rate,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-4,speech_rate,64,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-4,speech_rate,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-6,pitch_variation,128,5,50,0.001,val_accuracy,0.1527777761220932
DNN-5,intonation,128,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,intonation,128,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,128,5,100,0.001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,128,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,128,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,128,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-6,mean_pitch,64,5,100,0.001,val_accuracy,0.1527777761220932
DNN-7,speech_rate,128,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-7,speech_rate,128,5,100,0.001,val_accuracy,0.1527777761220932
DNN-8,intonation,64,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,hnr,128,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,128,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,speech_rate,128,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-9,pitch_variation,64,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-9,pitch_variation,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-7,speech_rate,128,10,100,0.001,val_accuracy,0.1527777761220932
DNN-3,hnr,128,5,100,0.001,val_accuracy,0.1527777761220932
DNN-3,hnr,128,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-7,speech_rate,64,5,50,0.001,val_accuracy,0.1527777761220932
DNN-7,speech_rate,64,3,50,0.001,val_accuracy,0.1527777761220932
DNN-7,speech_rate,64,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-7,speech_rate,64,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-7,speech_rate,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,adjusted_speech_rate,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-9,pitch_variation,128,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-9,pitch_variation,128,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,5,50,0.001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-7,speech_rate,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-3,adjusted_speech_rate,64,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-6,hnr,128,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-5,mean_pitch,64,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,mean_pitch,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-5,mean_pitch,128,10,50,0.001,val_accuracy,0.1527777761220932
DNN-5,jitter,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,jitter,64,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-5,mean_pitch,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-3,adjusted_speech_rate,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,pitch_variation,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,pitch_variation,64,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-8,intonation,128,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,mean_pitch,128,3,50,0.001,val_accuracy,0.1527777761220932
DNN-0,pitch_variation,128,5,100,0.001,val_accuracy,0.1527777761220932
DNN-0,pitch_variation,128,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,pitch_variation,128,10,50,0.001,val_accuracy,0.1527777761220932
DNN-6,hnr,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-6,mean_pitch,128,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-6,mean_pitch,128,10,100,0.001,val_accuracy,0.1527777761220932
DNN-6,intonation,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,intonation,64,3,100,0.001,val_accuracy,0.1527777761220932
DNN-6,jitter,64,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-6,intonation,128,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-6,hnr,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-6,jitter,128,3,100,0.001,val_accuracy,0.1527777761220932
DNN-6,mean_pitch,64,10,50,0.001,val_accuracy,0.1527777761220932
DNN-6,mean_pitch,64,3,100,0.001,val_accuracy,0.1527777761220932
DNN-5,intonation,64,3,50,0.001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,128,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-0,speech_rate,128,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,speech_rate,128,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-6,jitter,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-6,jitter,128,5,50,0.001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,10,100,0.001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,64,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,64,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,64,3,50,0.001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-0,hnr,128,3,100,0.001,val_accuracy,0.1527777761220932
DNN-8,adjusted_speech_rate,64,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-8,adjusted_speech_rate,64,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-7,zcr,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,total_energy,64,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,3,50,0.001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,3,100,0.001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,64,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,64,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-8,adjusted_speech_rate,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-8,adjusted_speech_rate,64,10,50,0.001,val_accuracy,0.1527777761220932
DNN-8,adjusted_speech_rate,64,3,100,0.001,val_accuracy,0.1527777761220932
DNN-8,adjusted_speech_rate,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-9,speech_rate,64,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-9,speech_rate,128,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,128,10,50,0.001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,128,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,128,3,100,0.001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-2,speech_rate,64,3,50,0.001,val_accuracy,0.1527777761220932
DNN-2,hnr,64,10,50,0.0001,val_accuracy,0.1527777761220932
DNN-3,speech_rate,128,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-3,speech_rate,128,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-3,speech_rate,128,3,100,0.001,val_accuracy,0.1527777761220932
DNN-7,mean_pitch,64,10,50,0.0005,val_accuracy,0.1527777761220932
DNN-3,speech_rate,64,3,50,0.001,val_accuracy,0.1527777761220932
DNN-3,speech_rate,64,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-3,speech_rate,64,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-3,speech_rate,128,3,50,0.0005,val_accuracy,0.1527777761220932
DNN-3,speech_rate,128,10,100,0.001,val_accuracy,0.1527777761220932
DNN-8,pitch_variation,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-8,pitch_variation,64,10,50,0.001,val_accuracy,0.1527777761220932
DNN-2,jitter,128,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,jitter,128,10,50,0.001,val_accuracy,0.1527777761220932
DNN-3,pitch_variation,64,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,hnr,64,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-7,pitch_variation,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-7,plp,128,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,intonation,64,5,100,0.001,val_accuracy,0.1527777761220932
DNN-3,pitch_variation,64,3,100,0.0001,val_accuracy,0.1527777761220932
DNN-3,pitch_variation,128,5,100,0.0001,val_accuracy,0.1527777761220932
DNN-2,pitch_variation,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-3,mean_pitch,128,3,100,0.0005,val_accuracy,0.1527777761220932
DNN-3,mean_pitch,128,10,50,0.001,val_accuracy,0.1527777761220932
DNN-5,speech_rate,128,3,50,0.001,val_accuracy,0.1527777761220932
DNN-5,speech_rate,128,10,100,0.0001,val_accuracy,0.1527777761220932
DNN-5,speech_rate,128,10,100,0.0005,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,5,100,0.0005,val_accuracy,0.1527777761220932
DNN-7,plp,128,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-7,plp,128,5,50,0.0005,val_accuracy,0.1527777761220932
DNN-3,pitch_variation,128,3,50,0.0001,val_accuracy,0.1527777761220932
DNN-7,pitch_variation,128,5,50,0.0001,val_accuracy,0.1527777761220932
DNN-0,adjusted_speech_rate,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,adjusted_speech_rate,64,3,100,0.001,val_accuracy,0.1458333283662796
DNN-0,adjusted_speech_rate,128,10,50,0.001,val_accuracy,0.1458333283662796
DNN-5,speech_rate,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-5,speech_rate,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-0,intonation,128,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,speech_rate,128,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-5,speech_rate,128,5,50,0.001,val_accuracy,0.1458333283662796
DNN-5,speech_rate,64,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,64,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,64,3,50,0.001,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,128,5,100,0.001,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-5,pitch_variation,128,5,50,0.001,val_accuracy,0.1458333283662796
DNN-5,pitch_variation,64,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,64,3,50,0.001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,64,5,100,0.0001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-9,speech_rate,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-9,speech_rate,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,64,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,10,50,0.001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,intonation,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,10,100,0.0005,val_accuracy,0.1458333283662796
DNN-9,speech_rate,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,intonation,64,3,50,0.001,val_accuracy,0.1458333283662796
DNN-0,jitter,64,3,50,0.001,val_accuracy,0.1458333283662796
DNN-0,jitter,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-0,intonation,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-5,pitch_variation,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-5,pitch_variation,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-5,pitch_variation,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,128,10,50,0.001,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,128,3,100,0.001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,5,100,0.0001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,5,50,0.001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,10,100,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,64,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-8,adjusted_speech_rate,64,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,128,3,50,0.001,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,128,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-6,adjusted_speech_rate,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-0,logmel,64,3,100,0.001,val_accuracy,0.1458333283662796
DNN-5,mean_pitch,128,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,mean_pitch,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,pitch_variation,128,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-6,hnr,128,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-6,hnr,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-6,hnr,128,5,100,0.0001,val_accuracy,0.1458333283662796
DNN-6,hnr,128,5,50,0.001,val_accuracy,0.1458333283662796
DNN-6,hnr,64,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,3,100,0.001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,128,3,100,0.001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,128,3,50,0.001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,10,100,0.0005,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,128,10,100,0.0005,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,128,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,10,100,0.0005,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-2,speech_rate,128,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-0,pitch_variation,64,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-0,pitch_variation,64,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-6,hnr,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-6,hnr,64,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-0,pitch_variation,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-6,intonation,64,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-6,intonation,64,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-6,hnr,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-6,hnr,64,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,jitter,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,3,50,0.001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,5,100,0.001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,spectral_rolloff,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-6,mean_pitch,128,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-5,hnr,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-5,hnr,64,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-5,hnr,64,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-5,hnr,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-5,hnr,64,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-5,intonation,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-8,hnr,64,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,3,100,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,3,50,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,5,100,0.0001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,10,50,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-9,pitch_variation,128,5,100,0.001,val_accuracy,0.1458333283662796
DNN-9,pitch_variation,64,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,128,5,50,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-5,adjusted_speech_rate,64,10,50,0.0005,val_accuracy,0.1458333283662796
DNN-0,speech_rate,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,128,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-0,speech_rate,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-0,speech_rate,64,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-3,hnr,128,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-7,speech_rate,64,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-7,speech_rate,64,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-7,speech_rate,128,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-7,speech_rate,128,5,50,0.001,val_accuracy,0.1458333283662796
DNN-7,speech_rate,64,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-7,speech_rate,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-8,hnr,64,3,100,0.001,val_accuracy,0.1458333283662796
DNN-8,hnr,64,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-0,zcr,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,64,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,64,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,64,10,50,0.001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,64,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,64,3,100,0.001,val_accuracy,0.1458333283662796
DNN-6,pitch_variation,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-6,pitch_variation,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-6,pitch_variation,64,10,100,0.001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,5,100,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,5,100,0.001,val_accuracy,0.1458333283662796
DNN-6,pitch_variation,64,5,100,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,10,50,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,3,100,0.001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,3,50,0.001,val_accuracy,0.1458333283662796
DNN-1,hnr,128,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-1,hnr,64,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-1,adjusted_speech_rate,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-1,hnr,128,10,100,0.001,val_accuracy,0.1458333283662796
DNN-4,speech_rate,64,3,50,0.001,val_accuracy,0.1458333283662796
DNN-7,spectral_contrast,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-3,intonation,128,3,100,0.0001,val_accuracy,0.1458333283662796
DNN-3,intonation,128,3,50,0.0001,val_accuracy,0.1458333283662796
DNN-3,intonation,128,5,100,0.0005,val_accuracy,0.1458333283662796
DNN-7,spectral_rolloff,64,3,50,0.001,val_accuracy,0.1458333283662796
DNN-7,speech_rate,128,3,50,0.0005,val_accuracy,0.1458333283662796
DNN-3,hnr,128,3,100,0.0005,val_accuracy,0.1458333283662796
DNN-3,hnr,128,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,5,100,0.001,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,5,50,0.0005,val_accuracy,0.1458333283662796
DNN-3,adjusted_speech_rate,64,5,50,0.001,val_accuracy,0.1458333283662796
DNN-1,intonation,128,5,50,0.0001,val_accuracy,0.1458333283662796
DNN-9,mean_pitch,128,10,100,0.0001,val_accuracy,0.1458333283662796
DNN-9,mean_pitch,128,10,100,0.0005,val_accuracy,0.1458333283662796
DNN-9,mean_pitch,128,10,50,0.0005,val_accuracy,0.1458333283662796
