Model,Feature Group,Batch Size,Patience,Epochs,Learning Rate,Monitor Metric,Test Accuracy
DNN-5,spectral_contrast,128,5,100,0.001,val_accuracy,0.4652777910232544
DNN-6,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4652777910232544
DNN-8,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4652777910232544
DNN-8,spectral_contrast,128,3,50,0.001,val_accuracy,0.4652777910232544
DNN-9,spectral_contrast,128,5,50,0.0005,val_accuracy,0.4652777910232544
DNN-9,spectral_contrast,128,3,100,0.001,val_accuracy,0.4652777910232544
DNN-3,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4652777910232544
DNN-4,mfcc13,128,10,50,0.0001,val_accuracy,0.4652777910232544
DNN-6,spectral_contrast,64,3,50,0.0005,val_accuracy,0.4652777910232544
DNN-0,mfcc40,128,10,50,0.001,val_accuracy,0.4652777910232544
DNN-9,spectral_contrast,128,5,100,0.001,val_accuracy,0.4652777910232544
DNN-4,mfcc20,128,10,50,0.0001,val_accuracy,0.4652777910232544
DNN-3,logmel,64,5,100,0.001,val_accuracy,0.4652777910232544
DNN-0,mfcc20,128,3,100,0.001,val_accuracy,0.4652777910232544
DNN-2,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4652777910232544
DNN-0,mfcc13,128,3,100,0.001,val_accuracy,0.4652777910232544
DNN-5,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4652777910232544
DNN-6,logmel,64,3,100,0.0001,val_accuracy,0.4652777910232544
DNN-0,mfcc20,64,10,100,0.001,val_accuracy,0.4583333432674408
DNN-4,logmel,128,10,100,0.0001,val_accuracy,0.4583333432674408
DNN-6,spectral_contrast,128,5,100,0.0005,val_accuracy,0.4583333432674408
DNN-7,logmel,64,5,100,0.0001,val_accuracy,0.4583333432674408
DNN-7,logmel,64,3,50,0.0001,val_accuracy,0.4583333432674408
DNN-4,mfcc40,64,3,50,0.0001,val_accuracy,0.4583333432674408
DNN-5,spectral_contrast,128,10,50,0.001,val_accuracy,0.4583333432674408
DNN-3,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4583333432674408
DNN-5,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4583333432674408
DNN-7,spectral_contrast,64,10,100,0.0005,val_accuracy,0.4583333432674408
DNN-0,logmel,64,3,50,0.0001,val_accuracy,0.4583333432674408
DNN-3,logmel,64,10,100,0.001,val_accuracy,0.4583333432674408
DNN-2,spectral_contrast,128,10,100,0.0001,val_accuracy,0.4583333432674408
DNN-0,mfcc40,128,3,100,0.0005,val_accuracy,0.4583333432674408
DNN-2,spectral_contrast,64,10,100,0.001,val_accuracy,0.4583333432674408
DNN-2,spectral_contrast,64,10,50,0.001,val_accuracy,0.4583333432674408
DNN-7,mfcc20,128,3,50,0.0005,val_accuracy,0.4583333432674408
DNN-9,spectral_contrast,128,10,100,0.001,val_accuracy,0.4583333432674408
DNN-4,spectral_contrast,128,10,50,0.0005,val_accuracy,0.4583333432674408
DNN-4,spectral_contrast,64,5,100,0.001,val_accuracy,0.4583333432674408
DNN-8,spectral_contrast,128,10,50,0.001,val_accuracy,0.4583333432674408
DNN-9,spectral_contrast,64,10,100,0.001,val_accuracy,0.4583333432674408
DNN-9,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4583333432674408
DNN-3,spectral_contrast,64,10,100,0.0005,val_accuracy,0.4583333432674408
DNN-7,mfcc20,128,3,100,0.001,val_accuracy,0.4583333432674408
DNN-6,spectral_contrast,64,10,50,0.001,val_accuracy,0.4583333432674408
DNN-5,spectral_contrast,64,10,100,0.001,val_accuracy,0.4583333432674408
DNN-8,spectral_contrast,64,3,50,0.0005,val_accuracy,0.4583333432674408
DNN-0,mfcc13,128,5,50,0.0005,val_accuracy,0.4583333432674408
DNN-0,mfcc40,128,5,100,0.001,val_accuracy,0.4583333432674408
DNN-0,mfcc40,64,3,50,0.0001,val_accuracy,0.4583333432674408
DNN-8,spectral_contrast,64,10,100,0.0005,val_accuracy,0.4583333432674408
DNN-6,logmel,128,3,50,0.0005,val_accuracy,0.4583333432674408
DNN-9,spectral_contrast,64,5,100,0.001,val_accuracy,0.4583333432674408
DNN-6,spectral_contrast,128,10,100,0.001,val_accuracy,0.4583333432674408
DNN-7,spectral_contrast,64,10,100,0.001,val_accuracy,0.4583333432674408
DNN-7,mfcc20,128,5,100,0.0001,val_accuracy,0.4583333432674408
DNN-5,spectral_contrast,128,10,100,0.001,val_accuracy,0.4583333432674408
DNN-5,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4513888955116272
DNN-0,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4513888955116272
DNN-5,mfcc40,64,5,100,0.0005,val_accuracy,0.4513888955116272
DNN-0,mfcc13,64,5,50,0.0005,val_accuracy,0.4513888955116272
DNN-9,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4513888955116272
DNN-9,spectral_contrast,128,3,50,0.001,val_accuracy,0.4513888955116272
DNN-7,logmel,128,5,50,0.0001,val_accuracy,0.4513888955116272
DNN-6,logmel,128,5,100,0.001,val_accuracy,0.4513888955116272
DNN-6,logmel,64,3,100,0.0005,val_accuracy,0.4513888955116272
DNN-6,spectral_contrast,64,3,100,0.0005,val_accuracy,0.4513888955116272
DNN-3,spectral_contrast,64,10,100,0.001,val_accuracy,0.4513888955116272
DNN-0,mfcc20,128,3,50,0.0001,val_accuracy,0.4513888955116272
DNN-0,mfcc20,128,3,50,0.0005,val_accuracy,0.4513888955116272
DNN-7,spectral_contrast,128,5,50,0.001,val_accuracy,0.4513888955116272
DNN-3,spectral_contrast,64,10,50,0.0001,val_accuracy,0.4513888955116272
DNN-9,spectral_contrast,64,3,50,0.0005,val_accuracy,0.4513888955116272
DNN-5,spectral_contrast,64,5,100,0.001,val_accuracy,0.4513888955116272
DNN-2,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4513888955116272
DNN-2,spectral_contrast,128,3,100,0.0005,val_accuracy,0.4513888955116272
DNN-9,spectral_contrast,64,3,100,0.001,val_accuracy,0.4513888955116272
DNN-2,spectral_contrast,64,3,100,0.0005,val_accuracy,0.4513888955116272
DNN-8,spectral_contrast,128,10,100,0.0001,val_accuracy,0.4513888955116272
DNN-2,spectral_contrast,128,3,50,0.001,val_accuracy,0.4513888955116272
DNN-0,mfcc40,64,3,100,0.001,val_accuracy,0.4513888955116272
DNN-6,spectral_contrast,64,10,100,0.0005,val_accuracy,0.4513888955116272
DNN-2,spectral_contrast,128,5,100,0.001,val_accuracy,0.4513888955116272
DNN-3,spectral_contrast,64,5,50,0.001,val_accuracy,0.4513888955116272
DNN-0,mfcc13,64,10,50,0.001,val_accuracy,0.4513888955116272
DNN-0,mfcc13,64,10,50,0.0005,val_accuracy,0.4513888955116272
DNN-2,spectral_contrast,128,5,50,0.001,val_accuracy,0.4513888955116272
DNN-6,spectral_contrast,128,3,100,0.001,val_accuracy,0.4513888955116272
DNN-5,spectral_contrast,64,3,100,0.0005,val_accuracy,0.4513888955116272
DNN-3,spectral_contrast,128,5,50,0.001,val_accuracy,0.4513888955116272
DNN-5,spectral_contrast,64,10,50,0.0001,val_accuracy,0.4513888955116272
DNN-5,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4513888955116272
DNN-0,mfcc20,64,10,100,0.0005,val_accuracy,0.4513888955116272
DNN-9,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4513888955116272
DNN-4,mfcc20,64,10,100,0.0001,val_accuracy,0.4513888955116272
DNN-0,mfcc20,128,5,50,0.001,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,128,5,100,0.0005,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,128,5,50,0.0001,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,64,10,50,0.0001,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,128,3,100,0.0005,val_accuracy,0.4444444477558136
DNN-3,spectral_contrast,128,3,100,0.0005,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,64,5,50,0.001,val_accuracy,0.4444444477558136
DNN-2,spectral_contrast,128,10,100,0.001,val_accuracy,0.4444444477558136
DNN-0,mfcc13,64,3,100,0.001,val_accuracy,0.4444444477558136
DNN-0,logmel,64,10,100,0.0001,val_accuracy,0.4444444477558136
DNN-1,spectral_contrast,128,10,100,0.001,val_accuracy,0.4444444477558136
DNN-2,spectral_contrast,128,5,100,0.0005,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4444444477558136
DNN-0,mfcc13,128,5,50,0.0001,val_accuracy,0.4444444477558136
DNN-2,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4444444477558136
DNN-2,spectral_contrast,64,5,100,0.001,val_accuracy,0.4444444477558136
DNN-2,spectral_contrast,64,5,50,0.0001,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,64,10,50,0.001,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,128,5,100,0.001,val_accuracy,0.4444444477558136
DNN-6,spectral_contrast,128,10,50,0.0001,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,64,5,50,0.001,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,128,5,100,0.0001,val_accuracy,0.4444444477558136
DNN-0,mfcc20,128,3,50,0.001,val_accuracy,0.4444444477558136
DNN-1,spectral_contrast,64,10,50,0.001,val_accuracy,0.4444444477558136
DNN-1,spectral_contrast,64,3,100,0.001,val_accuracy,0.4444444477558136
DNN-4,mfcc13,128,3,50,0.0005,val_accuracy,0.4444444477558136
DNN-9,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4444444477558136
DNN-6,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4444444477558136
DNN-7,mfcc40,128,3,100,0.0001,val_accuracy,0.4444444477558136
DNN-3,spectral_contrast,64,10,50,0.001,val_accuracy,0.4444444477558136
DNN-4,logmel,64,3,50,0.0001,val_accuracy,0.4444444477558136
DNN-7,logmel,128,5,100,0.0001,val_accuracy,0.4444444477558136
DNN-7,logmel,128,3,100,0.0005,val_accuracy,0.4444444477558136
DNN-8,spectral_contrast,64,10,100,0.001,val_accuracy,0.4444444477558136
DNN-5,spectral_contrast,128,5,50,0.001,val_accuracy,0.4444444477558136
DNN-0,mfcc20,128,10,100,0.001,val_accuracy,0.4444444477558136
DNN-3,spectral_contrast,128,5,100,0.0005,val_accuracy,0.4375
DNN-5,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4375
DNN-0,spectral_contrast,64,10,50,0.0001,val_accuracy,0.4375
DNN-7,mfcc13,128,10,50,0.0001,val_accuracy,0.4375
DNN-7,spectral_contrast,64,5,100,0.001,val_accuracy,0.4375
DNN-4,spectral_contrast,64,3,50,0.0005,val_accuracy,0.4375
DNN-0,mfcc13,64,5,100,0.0005,val_accuracy,0.4375
DNN-5,spectral_contrast,64,5,50,0.0001,val_accuracy,0.4375
DNN-6,spectral_contrast,64,5,100,0.001,val_accuracy,0.4375
DNN-8,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4375
DNN-7,spectral_contrast,128,10,50,0.001,val_accuracy,0.4375
DNN-1,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4375
DNN-2,spectral_contrast,64,5,50,0.001,val_accuracy,0.4375
DNN-0,mfcc40,64,5,100,0.0005,val_accuracy,0.4375
DNN-7,mfcc13,64,5,100,0.0001,val_accuracy,0.4375
DNN-0,mfcc40,128,10,100,0.001,val_accuracy,0.4375
DNN-3,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4375
DNN-3,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4375
DNN-0,logmel,64,5,50,0.0001,val_accuracy,0.4375
DNN-3,spectral_contrast,64,3,50,0.0005,val_accuracy,0.4375
DNN-0,mfcc20,64,3,50,0.0005,val_accuracy,0.4375
DNN-8,spectral_contrast,128,5,50,0.0005,val_accuracy,0.4375
DNN-2,spectral_contrast,128,3,100,0.0001,val_accuracy,0.4375
DNN-0,mfcc13,128,5,50,0.001,val_accuracy,0.4375
DNN-6,mfcc13,64,3,100,0.0001,val_accuracy,0.4375
DNN-4,spectral_contrast,128,3,50,0.001,val_accuracy,0.4375
DNN-4,mfcc20,128,3,100,0.0001,val_accuracy,0.4375
DNN-6,spectral_contrast,128,3,100,0.0005,val_accuracy,0.4375
DNN-5,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4375
DNN-4,mfcc40,64,5,100,0.0005,val_accuracy,0.4375
DNN-6,logmel,128,10,50,0.001,val_accuracy,0.4375
DNN-6,spectral_contrast,64,3,100,0.001,val_accuracy,0.4375
DNN-3,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4375
DNN-3,spectral_contrast,128,10,50,0.001,val_accuracy,0.4375
DNN-6,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4375
DNN-9,spectral_contrast,128,3,100,0.0001,val_accuracy,0.4305555522441864
DNN-6,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4305555522441864
DNN-6,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4305555522441864
DNN-8,spectral_contrast,128,3,100,0.001,val_accuracy,0.4305555522441864
DNN-1,logmel,128,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-2,spectral_contrast,128,5,50,0.0005,val_accuracy,0.4305555522441864
DNN-2,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4305555522441864
DNN-2,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4305555522441864
DNN-8,spectral_contrast,128,10,100,0.001,val_accuracy,0.4305555522441864
DNN-8,spectral_contrast,64,3,100,0.0005,val_accuracy,0.4305555522441864
DNN-8,spectral_contrast,64,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-0,mfcc20,64,3,50,0.001,val_accuracy,0.4305555522441864
DNN-0,mfcc13,128,5,100,0.001,val_accuracy,0.4305555522441864
DNN-3,logmel,128,3,100,0.0005,val_accuracy,0.4305555522441864
DNN-0,mfcc20,128,10,50,0.001,val_accuracy,0.4305555522441864
DNN-2,spectral_contrast,128,10,50,0.001,val_accuracy,0.4305555522441864
DNN-2,spectral_contrast,64,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-9,spectral_contrast,64,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-0,logmel,128,10,50,0.0001,val_accuracy,0.4305555522441864
DNN-7,mfcc40,128,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-0,mfcc13,128,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-0,mfcc20,64,3,100,0.0005,val_accuracy,0.4305555522441864
DNN-5,spectral_contrast,128,10,50,0.0001,val_accuracy,0.4305555522441864
DNN-9,spectral_contrast,128,3,100,0.0005,val_accuracy,0.4305555522441864
DNN-7,mfcc13,64,3,100,0.0001,val_accuracy,0.4305555522441864
DNN-3,spectral_contrast,128,5,50,0.0005,val_accuracy,0.4305555522441864
DNN-0,spectral_contrast,128,10,50,0.0005,val_accuracy,0.4305555522441864
DNN-7,mfcc13,128,3,100,0.0005,val_accuracy,0.4305555522441864
DNN-7,mfcc13,128,5,100,0.0001,val_accuracy,0.4305555522441864
DNN-5,spectral_contrast,128,3,50,0.0001,val_accuracy,0.4305555522441864
DNN-8,spectral_contrast,64,3,50,0.001,val_accuracy,0.4305555522441864
DNN-5,spectral_contrast,128,3,50,0.001,val_accuracy,0.4305555522441864
DNN-5,spectral_contrast,128,10,100,0.0001,val_accuracy,0.4305555522441864
DNN-5,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4305555522441864
DNN-6,spectral_contrast,128,5,100,0.0001,val_accuracy,0.4236111044883728
DNN-6,logmel,64,3,100,0.001,val_accuracy,0.4236111044883728
DNN-6,logmel,64,3,50,0.001,val_accuracy,0.4236111044883728
DNN-3,spectral_contrast,128,3,50,0.001,val_accuracy,0.4236111044883728
DNN-0,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4236111044883728
DNN-6,spectral_contrast,128,10,50,0.0005,val_accuracy,0.4236111044883728
DNN-4,spectral_contrast,64,10,100,0.001,val_accuracy,0.4236111044883728
DNN-7,spectral_contrast,64,5,50,0.001,val_accuracy,0.4236111044883728
DNN-7,mfcc13,64,10,100,0.0001,val_accuracy,0.4236111044883728
DNN-8,spectral_contrast,128,10,50,0.0001,val_accuracy,0.4236111044883728
DNN-0,logmel,128,5,50,0.0001,val_accuracy,0.4236111044883728
DNN-5,spectral_contrast,128,3,100,0.001,val_accuracy,0.4236111044883728
DNN-7,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4236111044883728
DNN-0,mfcc40,64,5,50,0.001,val_accuracy,0.4236111044883728
DNN-0,mfcc40,64,5,100,0.001,val_accuracy,0.4236111044883728
DNN-0,mfcc40,64,3,50,0.001,val_accuracy,0.4236111044883728
DNN-4,spectral_contrast,64,10,100,0.0005,val_accuracy,0.4236111044883728
DNN-0,logmel,64,3,100,0.0001,val_accuracy,0.4236111044883728
DNN-9,spectral_contrast,128,10,50,0.0001,val_accuracy,0.4236111044883728
DNN-5,spectral_contrast,64,3,50,0.001,val_accuracy,0.4236111044883728
DNN-3,spectral_contrast,128,10,50,0.0005,val_accuracy,0.4236111044883728
DNN-9,spectral_contrast,64,3,100,0.0001,val_accuracy,0.4236111044883728
DNN-9,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4236111044883728
DNN-0,mfcc20,64,5,100,0.001,val_accuracy,0.4236111044883728
DNN-0,mfcc13,128,3,50,0.001,val_accuracy,0.4236111044883728
DNN-3,logmel,128,3,50,0.001,val_accuracy,0.4236111044883728
DNN-0,mfcc20,64,5,50,0.001,val_accuracy,0.4236111044883728
DNN-8,spectral_contrast,128,3,50,0.0001,val_accuracy,0.4236111044883728
DNN-1,spectral_contrast,128,10,50,0.0001,val_accuracy,0.4236111044883728
DNN-8,spectral_contrast,64,10,50,0.0001,val_accuracy,0.4236111044883728
DNN-8,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4236111044883728
DNN-4,spectral_contrast,128,5,100,0.0005,val_accuracy,0.4236111044883728
DNN-0,logmel,128,10,100,0.0001,val_accuracy,0.4166666567325592
DNN-9,spectral_contrast,64,5,50,0.0001,val_accuracy,0.4166666567325592
DNN-8,spectral_contrast,64,5,50,0.0001,val_accuracy,0.4166666567325592
DNN-2,spectral_contrast,128,5,50,0.0001,val_accuracy,0.4166666567325592
DNN-3,spectral_contrast,64,5,100,0.001,val_accuracy,0.4166666567325592
DNN-2,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4166666567325592
DNN-0,logmel,64,10,50,0.0001,val_accuracy,0.4166666567325592
DNN-4,spectral_contrast,128,3,100,0.001,val_accuracy,0.4166666567325592
DNN-0,logmel,128,3,50,0.0001,val_accuracy,0.4166666567325592
DNN-1,spectral_contrast,64,5,50,0.001,val_accuracy,0.4166666567325592
DNN-0,mfcc20,64,3,100,0.001,val_accuracy,0.4166666567325592
DNN-0,spectral_contrast,128,10,50,0.001,val_accuracy,0.4166666567325592
DNN-7,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4166666567325592
DNN-7,mfcc13,128,10,100,0.0001,val_accuracy,0.4166666567325592
DNN-1,spectral_contrast,128,10,50,0.0005,val_accuracy,0.4166666567325592
DNN-4,spectral_contrast,64,10,50,0.001,val_accuracy,0.4166666567325592
DNN-9,spectral_contrast,128,5,100,0.0001,val_accuracy,0.4166666567325592
DNN-0,mfcc40,128,3,100,0.001,val_accuracy,0.4166666567325592
DNN-3,logmel,64,10,50,0.001,val_accuracy,0.4166666567325592
DNN-2,spectral_contrast,128,10,50,0.0001,val_accuracy,0.4166666567325592
DNN-4,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4166666567325592
DNN-4,mfcc13,128,5,50,0.0001,val_accuracy,0.4166666567325592
DNN-4,mfcc20,128,3,50,0.0005,val_accuracy,0.4166666567325592
DNN-2,spectral_contrast,64,3,100,0.001,val_accuracy,0.4166666567325592
DNN-6,spectral_contrast,64,3,50,0.001,val_accuracy,0.4166666567325592
DNN-4,mfcc13,128,3,100,0.0001,val_accuracy,0.4166666567325592
DNN-6,spectral_contrast,64,5,50,0.001,val_accuracy,0.4166666567325592
DNN-7,mfcc20,128,3,100,0.0005,val_accuracy,0.4166666567325592
DNN-3,spectral_contrast,64,3,100,0.0005,val_accuracy,0.4166666567325592
DNN-3,spectral_contrast,64,3,50,0.0001,val_accuracy,0.4166666567325592
DNN-5,spectral_contrast,64,5,50,0.001,val_accuracy,0.4166666567325592
DNN-5,spectral_contrast,128,10,50,0.0005,val_accuracy,0.4166666567325592
DNN-3,spectral_contrast,128,3,100,0.001,val_accuracy,0.4097222089767456
DNN-4,mfcc40,128,5,100,0.0001,val_accuracy,0.4097222089767456
DNN-6,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4097222089767456
DNN-0,spectral_contrast,64,10,50,0.0005,val_accuracy,0.4097222089767456
DNN-3,logmel,128,5,50,0.001,val_accuracy,0.4097222089767456
DNN-3,logmel,64,5,50,0.001,val_accuracy,0.4097222089767456
DNN-0,logmel,64,5,100,0.0001,val_accuracy,0.4097222089767456
DNN-4,mfcc20,128,10,100,0.0001,val_accuracy,0.4097222089767456
DNN-1,spectral_contrast,64,10,100,0.0005,val_accuracy,0.4097222089767456
DNN-1,spectral_contrast,128,10,50,0.001,val_accuracy,0.4097222089767456
DNN-4,spectral_contrast,64,3,100,0.001,val_accuracy,0.4097222089767456
DNN-1,spectral_contrast,128,3,100,0.001,val_accuracy,0.4097222089767456
DNN-7,spectral_contrast,128,5,100,0.001,val_accuracy,0.4097222089767456
DNN-7,spectral_contrast,64,3,100,0.001,val_accuracy,0.4097222089767456
DNN-0,mfcc13,64,10,100,0.001,val_accuracy,0.4097222089767456
DNN-1,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4097222089767456
DNN-6,spectral_contrast,128,5,100,0.001,val_accuracy,0.4097222089767456
DNN-0,spectral_contrast,128,10,100,0.0001,val_accuracy,0.4097222089767456
DNN-7,mfcc40,64,3,50,0.0001,val_accuracy,0.4097222089767456
DNN-7,logmel,64,3,100,0.0001,val_accuracy,0.4097222089767456
DNN-6,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4097222089767456
DNN-4,mfcc40,128,5,50,0.0001,val_accuracy,0.4097222089767456
DNN-0,spectral_contrast,64,10,100,0.0001,val_accuracy,0.4097222089767456
DNN-0,spectral_contrast,64,3,100,0.0001,val_accuracy,0.4097222089767456
DNN-8,spectral_contrast,128,5,50,0.001,val_accuracy,0.4097222089767456
DNN-5,spectral_contrast,128,5,50,0.0001,val_accuracy,0.4097222089767456
DNN-6,logmel,128,3,50,0.001,val_accuracy,0.4097222089767456
DNN-1,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4097222089767456
DNN-0,mfcc40,64,10,100,0.001,val_accuracy,0.4097222089767456
DNN-7,mfcc13,128,3,100,0.0001,val_accuracy,0.4027777910232544
DNN-3,spectral_contrast,64,3,100,0.0001,val_accuracy,0.4027777910232544
DNN-0,spectral_contrast,128,3,100,0.0005,val_accuracy,0.4027777910232544
DNN-4,spectral_contrast,128,10,100,0.001,val_accuracy,0.4027777910232544
DNN-1,spectral_contrast,64,3,100,0.0005,val_accuracy,0.4027777910232544
DNN-1,spectral_contrast,128,5,100,0.001,val_accuracy,0.4027777910232544
DNN-4,spectral_contrast,128,10,50,0.001,val_accuracy,0.4027777910232544
DNN-2,spectral_contrast,128,5,100,0.0001,val_accuracy,0.4027777910232544
DNN-0,mfcc13,64,5,50,0.001,val_accuracy,0.4027777910232544
DNN-7,spectral_contrast,64,10,50,0.001,val_accuracy,0.4027777910232544
DNN-4,mfcc13,64,3,50,0.0005,val_accuracy,0.4027777910232544
DNN-0,mfcc13,64,5,100,0.001,val_accuracy,0.4027777910232544
DNN-0,mfcc40,64,10,50,0.001,val_accuracy,0.4027777910232544
DNN-3,spectral_contrast,128,10,100,0.001,val_accuracy,0.4027777910232544
DNN-3,spectral_contrast,128,3,100,0.0001,val_accuracy,0.4027777910232544
DNN-2,spectral_contrast,64,3,100,0.0001,val_accuracy,0.4027777910232544
DNN-4,mfcc20,128,5,100,0.0001,val_accuracy,0.4027777910232544
DNN-4,mfcc13,128,10,100,0.0001,val_accuracy,0.4027777910232544
DNN-1,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4027777910232544
DNN-7,spectral_contrast,128,3,50,0.001,val_accuracy,0.4027777910232544
DNN-7,mfcc13,64,3,50,0.0001,val_accuracy,0.4027777910232544
DNN-2,spectral_contrast,128,3,50,0.0005,val_accuracy,0.4027777910232544
DNN-1,spectral_contrast,64,3,50,0.001,val_accuracy,0.4027777910232544
DNN-1,spectral_contrast,64,5,100,0.0001,val_accuracy,0.4027777910232544
DNN-1,spectral_contrast,128,10,100,0.0005,val_accuracy,0.4027777910232544
DNN-4,logmel,128,5,100,0.0001,val_accuracy,0.4027777910232544
DNN-4,logmel,128,3,100,0.0001,val_accuracy,0.4027777910232544
DNN-7,spectral_contrast,64,5,50,0.0005,val_accuracy,0.4027777910232544
DNN-7,spectral_contrast,64,5,50,0.0001,val_accuracy,0.4027777910232544
DNN-7,spectral_contrast,64,5,100,0.0005,val_accuracy,0.4027777910232544
DNN-6,spectral_contrast,128,5,50,0.001,val_accuracy,0.4027777910232544
DNN-0,spectral_contrast,128,5,100,0.0005,val_accuracy,0.4027777910232544
DNN-7,spectral_contrast,64,3,50,0.0005,val_accuracy,0.4027777910232544
DNN-0,spectral_contrast,64,5,50,0.0001,val_accuracy,0.4027777910232544
DNN-0,mfcc20,64,10,50,0.001,val_accuracy,0.4027777910232544
DNN-2,chroma,128,5,50,0.0005,val_accuracy,0.3958333432674408
DNN-1,spectral_contrast,64,5,50,0.0001,val_accuracy,0.3958333432674408
DNN-3,logmel,64,3,50,0.001,val_accuracy,0.3958333432674408
DNN-5,spectral_contrast,64,3,50,0.0001,val_accuracy,0.3958333432674408
DNN-9,rms,128,10,100,0.001,val_accuracy,0.3958333432674408
DNN-9,spectral_contrast,64,3,50,0.001,val_accuracy,0.3958333432674408
DNN-6,spectral_contrast,64,5,50,0.0001,val_accuracy,0.3958333432674408
DNN-1,spectral_contrast,128,3,100,0.0005,val_accuracy,0.3958333432674408
DNN-1,spectral_contrast,128,5,50,0.0005,val_accuracy,0.3958333432674408
DNN-7,mfcc20,128,3,50,0.0001,val_accuracy,0.3958333432674408
DNN-4,spectral_contrast,64,5,50,0.0001,val_accuracy,0.3958333432674408
DNN-1,spectral_contrast,128,3,50,0.0001,val_accuracy,0.3958333432674408
DNN-3,spectral_contrast,64,3,50,0.001,val_accuracy,0.3958333432674408
DNN-0,mfcc13,64,3,50,0.001,val_accuracy,0.3958333432674408
DNN-7,mfcc13,128,3,50,0.0001,val_accuracy,0.3958333432674408
DNN-3,spectral_contrast,128,5,100,0.001,val_accuracy,0.3958333432674408
DNN-6,spectral_contrast,64,10,100,0.001,val_accuracy,0.3958333432674408
DNN-6,logmel,64,5,50,0.001,val_accuracy,0.3958333432674408
DNN-9,spectral_contrast,128,3,50,0.0001,val_accuracy,0.3958333432674408
DNN-4,spectral_contrast,64,10,50,0.0001,val_accuracy,0.3888888955116272
DNN-6,rms,128,10,50,0.001,val_accuracy,0.3888888955116272
DNN-4,spectral_contrast,64,5,50,0.001,val_accuracy,0.3888888955116272
DNN-4,mfcc13,64,3,100,0.0001,val_accuracy,0.3888888955116272
DNN-6,chroma,128,5,100,0.0005,val_accuracy,0.3888888955116272
